Source File,Source Row,Timestamp,Date,Time,Temperature (C),Relative Humidity (%)
Wifi Thermometer_export_202605042347.csv,32,2026-05-04 08:02:00,2026-05-04 00:00:00,08:02:00,20.2,46.6
Wifi Thermometer_export_202605042347.csv,33,2026-05-04 08:17:00,2026-05-04 00:00:00,08:17:00,20.4,46.4
Wifi Thermometer_export_202605042347.csv,34,2026-05-04 08:32:00,2026-05-04 00:00:00,08:32:00,20.6,46.4
Wifi Thermometer_export_202605042347.csv,35,2026-05-04 08:47:00,2026-05-04 00:00:00,08:47:00,20.7,46.2
Wifi Thermometer_export_202605042347.csv,36,2026-05-04 09:02:00,2026-05-04 00:00:00,09:02:00,20.9,45.9
Wifi Thermometer_export_202605042347.csv,37,2026-05-04 09:17:00,2026-05-04 00:00:00,09:17:00,21.2,45.8
Wifi Thermometer_export_202605042347.csv,38,2026-05-04 09:32:00,2026-05-04 00:00:00,09:32:00,21.5,45.7
Wifi Thermometer_export_202605042347.csv,39,2026-05-04 09:47:00,2026-05-04 00:00:00,09:47:00,21.8,45.4
Wifi Thermometer_export_202605042347.csv,40,2026-05-04 10:02:00,2026-05-04 00:00:00,10:02:00,22.2,44.9
Wifi Thermometer_export_202605042347.csv,41,2026-05-04 10:17:00,2026-05-04 00:00:00,10:17:00,22.6,44.4
Wifi Thermometer_export_202605042347.csv,42,2026-05-04 10:32:00,2026-05-04 00:00:00,10:32:00,23.0,43.9
Wifi Thermometer_export_202605042347.csv,43,2026-05-04 10:47:00,2026-05-04 00:00:00,10:47:00,23.4,43.2
Wifi Thermometer_export_202605042347.csv,44,2026-05-04 11:02:00,2026-05-04 00:00:00,11:02:00,23.8,42.8
Wifi Thermometer_export_202605042347.csv,45,2026-05-04 11:17:00,2026-05-04 00:00:00,11:17:00,24.2,42.2
Wifi Thermometer_export_202605042347.csv,46,2026-05-04 11:32:00,2026-05-04 00:00:00,11:32:00,24.4,41.8
Wifi Thermometer_export_202605042347.csv,47,2026-05-04 11:47:00,2026-05-04 00:00:00,11:47:00,24.3,42.0
Wifi Thermometer_export_202605042347.csv,48,2026-05-04 12:02:00,2026-05-04 00:00:00,12:02:00,24.2,41.9
Wifi Thermometer_export_202605042347.csv,49,2026-05-04 12:17:00,2026-05-04 00:00:00,12:17:00,24.2,42.3
Wifi Thermometer_export_202605042347.csv,50,2026-05-04 12:32:00,2026-05-04 00:00:00,12:32:00,24.3,42.4
Wifi Thermometer_export_202605042347.csv,51,2026-05-04 12:47:00,2026-05-04 00:00:00,12:47:00,24.4,42.3
Wifi Thermometer_export_202605042347.csv,52,2026-05-04 13:02:00,2026-05-04 00:00:00,13:02:00,24.5,42.2
Wifi Thermometer_export_202605042347.csv,53,2026-05-04 13:17:00,2026-05-04 00:00:00,13:17:00,24.5,42.2
Wifi Thermometer_export_202605042347.csv,54,2026-05-04 13:32:00,2026-05-04 00:00:00,13:32:00,24.7,42.4
Wifi Thermometer_export_202605042347.csv,55,2026-05-04 13:47:00,2026-05-04 00:00:00,13:47:00,25.0,42.1
Wifi Thermometer_export_202605042347.csv,56,2026-05-04 14:02:00,2026-05-04 00:00:00,14:02:00,25.1,41.9
Wifi Thermometer_export_202605042347.csv,57,2026-05-04 14:17:00,2026-05-04 00:00:00,14:17:00,25.0,41.9
Wifi Thermometer_export_202605042347.csv,58,2026-05-04 14:32:00,2026-05-04 00:00:00,14:32:00,25.0,41.7
Wifi Thermometer_export_202605042347.csv,59,2026-05-04 14:47:00,2026-05-04 00:00:00,14:47:00,25.0,41.8
Wifi Thermometer_export_202605042347.csv,60,2026-05-04 15:02:00,2026-05-04 00:00:00,15:02:00,24.9,41.8
Wifi Thermometer_export_202605042347.csv,61,2026-05-04 15:17:00,2026-05-04 00:00:00,15:17:00,24.9,41.8
Wifi Thermometer_export_202605042347.csv,62,2026-05-04 15:32:00,2026-05-04 00:00:00,15:32:00,24.8,42.0
Wifi Thermometer_export_202605042347.csv,63,2026-05-04 15:47:00,2026-05-04 00:00:00,15:47:00,24.7,42.0
Wifi Thermometer_export_202605042347.csv,64,2026-05-04 16:02:00,2026-05-04 00:00:00,16:02:00,24.6,42.2
Wifi Thermometer_export_202605042347.csv,65,2026-05-04 16:17:00,2026-05-04 00:00:00,16:17:00,24.5,42.2
Wifi Thermometer_export_202605042347.csv,66,2026-05-04 16:32:00,2026-05-04 00:00:00,16:32:00,24.4,42.3
Wifi Thermometer_export_202605042347.csv,67,2026-05-04 16:47:00,2026-05-04 00:00:00,16:47:00,24.3,40.1
Wifi Thermometer_export_202605042347.csv,68,2026-05-04 17:02:00,2026-05-04 00:00:00,17:02:00,24.0,39.3
Wifi Thermometer_export_202605042347.csv,69,2026-05-04 17:17:00,2026-05-04 00:00:00,17:17:00,23.8,39.2
Wifi Thermometer_export_202605042347.csv,70,2026-05-04 17:32:00,2026-05-04 00:00:00,17:32:00,23.7,39.0
Wifi Thermometer_export_202605042347.csv,71,2026-05-04 17:47:00,2026-05-04 00:00:00,17:47:00,23.6,38.9
Wifi Thermometer_export_202605042347.csv,72,2026-05-04 18:02:00,2026-05-04 00:00:00,18:02:00,23.3,39.1
Wifi Thermometer_export_202605042347.csv,73,2026-05-04 18:17:00,2026-05-04 00:00:00,18:17:00,23.2,39.6
Wifi Thermometer_export_202605042347.csv,74,2026-05-04 18:32:00,2026-05-04 00:00:00,18:32:00,23.0,39.6
Wifi Thermometer_export_202605042347.csv,75,2026-05-04 18:47:00,2026-05-04 00:00:00,18:47:00,22.9,40.4
Wifi Thermometer_export_202605042347.csv,76,2026-05-04 19:02:00,2026-05-04 00:00:00,19:02:00,22.8,40.5
Wifi Thermometer_export_202605042347.csv,77,2026-05-04 19:17:00,2026-05-04 00:00:00,19:17:00,22.7,40.6
Wifi Thermometer_export_202605042347.csv,78,2026-05-04 19:32:00,2026-05-04 00:00:00,19:32:00,22.7,41.0
Wifi Thermometer_export_202605042347.csv,79,2026-05-04 19:47:00,2026-05-04 00:00:00,19:47:00,22.7,41.5
Wifi Thermometer_export_202605042347.csv,80,2026-05-04 20:02:00,2026-05-04 00:00:00,20:02:00,22.6,41.9
Wifi Thermometer_export_202605042347.csv,81,2026-05-04 20:17:00,2026-05-04 00:00:00,20:17:00,22.5,42.3
Wifi Thermometer_export_202605042347.csv,82,2026-05-04 20:32:00,2026-05-04 00:00:00,20:32:00,22.5,42.4
Wifi Thermometer_export_202605042347.csv,83,2026-05-04 20:47:00,2026-05-04 00:00:00,20:47:00,22.4,42.7
Wifi Thermometer_export_202605042347.csv,84,2026-05-04 21:02:00,2026-05-04 00:00:00,21:02:00,22.3,42.7
Wifi Thermometer_export_202605042347.csv,85,2026-05-04 21:17:00,2026-05-04 00:00:00,21:17:00,22.2,42.9
Wifi Thermometer_export_202605042347.csv,86,2026-05-04 21:32:00,2026-05-04 00:00:00,21:32:00,22.2,43.1
Wifi Thermometer_export_202605042347.csv,87,2026-05-04 21:47:00,2026-05-04 00:00:00,21:47:00,22.1,43.3
Wifi Thermometer_export_202605042347.csv,88,2026-05-04 22:02:00,2026-05-04 00:00:00,22:02:00,22.0,43.6
Wifi Thermometer_export_202605042347.csv,89,2026-05-04 22:17:00,2026-05-04 00:00:00,22:17:00,21.9,43.7
Wifi Thermometer_export_202605042347.csv,90,2026-05-04 22:32:00,2026-05-04 00:00:00,22:32:00,21.8,44.0
Wifi Thermometer_export_202605042347.csv,91,2026-05-04 22:47:00,2026-05-04 00:00:00,22:47:00,21.7,44.1
Wifi Thermometer_export_202605042347.csv,92,2026-05-04 23:02:00,2026-05-04 00:00:00,23:02:00,21.7,44.4
Wifi Thermometer_export_202605042347.csv,93,2026-05-04 23:17:00,2026-05-04 00:00:00,23:17:00,21.6,44.5
Wifi Thermometer_export_202605042347.csv,94,2026-05-04 23:32:00,2026-05-04 00:00:00,23:32:00,21.5,44.8
Wifi Thermometer_export_202605042347.csv,95,2026-05-04 23:47:00,2026-05-04 00:00:00,23:47:00,21.5,44.9
